,image_num,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,Est_area,dist,region
52354,23406,60,337,5,4,cell,94%,30,41,9,7,50,-7,B
52355,23406,60,337,5,5,cell,94%,30,31,9,8,57,3,A
52356,23407,60,338,6,1,cell,32%,4,6,7,9,50,38.2099463490856,A
52357,23407,60,338,6,2,cell,91%,7,32,8,10,63,23.0867927612304,A
52358,23407,60,338,6,3,cell,78%,10,20,8,12,76,24.4131112314674,A
52359,23407,60,338,6,4,cell,93%,16,13,9,8,57,25.2388589282479,A
52360,23407,60,338,6,5,cell,93%,30,42,9,8,57,-8,B
52361,23407,60,338,6,6,cell,94%,31,31,11,8,70,3.16227766016838,A
52362,23408,60,339,4,1,cell,91%,7,32,8,11,70,23.0867927612304,A
52363,23408,60,339,4,2,cell,91%,18,13,11,9,78,24.1867732448956,A
52364,23408,60,339,4,3,cell,94%,29,43,8,7,44,-9.05538513813742,B
52365,23408,60,339,4,4,cell,96%,30,32,9,9,64,2,A
52366,23409,60,340,4,1,cell,84%,6,32,9,10,71,24.0831891575846,A
52367,23409,60,340,4,2,cell,95%,30,43,8,7,44,-9,B
52368,23409,60,340,4,3,cell,96%,30,32,9,9,64,2,A
52369,23409,60,340,4,4,cell,95%,33,23,8,8,51,11.4017542509914,A
52370,23410,60,341,7,1,cell,31%,3,21,5,9,36,29.9666481275434,A
52371,23410,60,341,7,2,cell,84%,6,13,8,8,51,31.8904374382039,A
52372,23410,60,341,7,3,cell,90%,7,32,9,10,71,23.0867927612304,A
52373,23410,60,341,7,4,cell,91%,16,14,8,7,44,24.4131112314674,A
52374,23410,60,341,7,5,cell,94%,30,43,8,7,44,-9,B
52375,23410,60,341,7,6,cell,96%,30,32,9,9,64,2,A
52376,23410,60,341,7,7,cell,95%,33,22,8,9,57,12.369316876853,A
52377,23411,60,342,7,1,cell,27%,2,13,4,10,32,35,A
52378,23411,60,342,7,2,cell,93%,5,31,9,11,78,25.1793566240283,A
52379,23411,60,342,7,3,cell,70%,7,19,9,10,71,27.459060435492,A
52380,23411,60,342,7,4,cell,92%,13,14,9,8,57,26.2488094968134,A
52381,23411,60,342,7,5,cell,93%,28,42,8,7,44,-8.24621125123532,B
52382,23411,60,342,7,6,cell,95%,28,31,9,9,64,3.60555127546399,A
52383,23411,60,342,7,7,cell,96%,30,22,9,10,71,12,A
52384,23412,60,343,5,1,cell,40%,6,31,8,11,70,24.1867732448956,A
52385,23412,60,343,5,2,cell,90%,15,13,10,9,71,25.8069758011279,A
52386,23412,60,343,5,3,cell,96%,29,32,9,9,64,2.23606797749979,A
52387,23412,60,343,5,4,cell,91%,29,42,8,7,44,-8.06225774829855,B
52388,23412,60,343,5,5,cell,94%,31,22,8,9,57,12.0415945787923,A
52389,23413,60,344,6,1,cell,73%,5,32,9,11,78,25.0798724079689,A
52390,23413,60,344,6,2,cell,73%,7,20,8,13,82,26.9258240356725,A
52391,23413,60,344,6,3,cell,94%,16,13,11,9,78,25.2388589282479,A
52392,23413,60,344,6,4,cell,96%,29,32,9,9,64,2.23606797749979,A
52393,23413,60,344,6,5,cell,93%,29,42,8,7,44,-8.06225774829855,B
52394,23413,60,344,6,6,cell,95%,31,22,9,9,64,12.0415945787923,A
52395,23414,60,345,5,1,cell,88%,6,34,9,10,71,-24,B
52396,23414,60,345,5,2,cell,93%,16,14,10,9,71,24.4131112314674,A
52397,23414,60,345,5,3,cell,93%,29,43,8,7,44,-9.05538513813742,B
52398,23414,60,345,5,4,cell,96%,30,33,9,9,64,1,A
52399,23414,60,345,5,5,cell,96%,32,22,10,10,79,12.1655250605964,A
52400,23415,60,346,5,1,cell,84%,5,15,8,8,51,31.4006369362152,A
52401,23415,60,346,5,2,cell,82%,7,34,8,10,63,-23,B
52402,23415,60,346,5,3,cell,92%,18,14,11,8,70,23.3238075793812,A
52403,23415,60,346,5,4,cell,92%,31,43,8,8,51,-9.05538513813742,B
52404,23415,60,346,5,5,cell,94%,31,32,9,8,57,2.23606797749979,A
52405,23416,60,347,5,1,cell,78%,3,15,7,10,55,33.0151480384384,A
52406,23416,60,347,5,2,cell,69%,5,33,9,11,78,25.0199920063936,A
52407,23416,60,347,5,3,cell,95%,29,33,9,10,71,1.4142135623731,A
52408,23416,60,347,5,4,cell,90%,29,43,7,7,39,-9.05538513813742,B
52409,23416,60,347,5,5,cell,95%,30,22,9,10,71,12,A
52410,23417,60,348,5,1,cell,90%,3,15,7,8,44,33.0151480384384,A
52411,23417,60,348,5,2,cell,67%,7,32,8,10,63,23.0867927612304,A
52412,23417,60,348,5,3,cell,81%,13,13,7,7,39,27.0185121722126,A
52413,23417,60,348,5,4,cell,89%,29,41,9,7,50,-7.07106781186548,B
52414,23417,60,348,5,5,cell,94%,30,31,10,9,71,3,A
52415,23418,60,349,5,1,cell,91%,4,15,9,8,57,32.2024843762092,A
52416,23418,60,349,5,2,cell,74%,6,33,9,10,71,24.0208242989286,A
52417,23418,60,349,5,3,cell,92%,14,13,8,8,51,26.4007575648882,A
52418,23418,60,349,5,4,cell,94%,31,32,10,9,71,2.23606797749979,A
52419,23418,60,349,5,5,cell,93%,30,42,9,7,50,-8,B
52420,23419,60,350,6,1,cell,44%,1,5,2,10,16,41.0121933088198,A
52421,23419,60,350,6,2,cell,90%,4,15,8,8,51,32.2024843762092,A
52422,23419,60,350,6,3,cell,85%,7,33,8,11,70,23.0217288664427,A
52423,23419,60,350,6,4,cell,92%,14,13,9,8,57,26.4007575648882,A
52424,23419,60,350,6,5,cell,94%,30,31,10,8,63,3,A
52425,23419,60,350,6,6,cell,92%,29,42,9,8,57,-8.06225774829855,B
52426,23420,60,351,5,1,cell,90%,4,15,8,8,51,32.2024843762092,A
52427,23420,60,351,5,2,cell,89%,7,33,8,10,63,23.0217288664427,A
52428,23420,60,351,5,3,cell,92%,14,13,9,9,64,26.4007575648882,A
52429,23420,60,351,5,4,cell,92%,29,42,8,8,51,-8.06225774829855,B
52430,23420,60,351,5,5,cell,94%,30,31,10,9,71,3,A
52431,23421,60,352,6,1,cell,31%,4,18,8,14,88,30.5286750449475,A
52432,23421,60,352,6,2,cell,93%,6,32,9,11,78,24.0831891575846,A
52433,23421,60,352,6,3,cell,81%,9,20,10,14,110,25.2388589282479,A
52434,23421,60,352,6,4,cell,93%,18,12,10,9,71,25.0599281722833,A
52435,23421,60,352,6,5,cell,93%,30,32,10,9,71,2,A
52436,23421,60,352,6,6,cell,94%,29,43,8,8,51,-9.05538513813742,B
52437,23422,60,353,4,1,cell,88%,7,34,9,10,71,-23,B
52438,23422,60,353,4,2,cell,94%,15,13,10,9,71,25.8069758011279,A
52439,23422,60,353,4,3,cell,92%,30,42,8,7,44,-8,B
52440,23422,60,353,4,4,cell,92%,31,32,9,9,64,2.23606797749979,A
52441,23423,60,354,4,1,cell,86%,6,34,8,10,63,-24,B
52442,23423,60,354,4,2,cell,92%,15,13,10,9,71,25.8069758011279,A
52443,23423,60,354,4,3,cell,93%,31,32,10,8,63,2.23606797749979,A
52444,23423,60,354,4,4,cell,93%,30,43,8,7,44,-9,B
52445,23424,60,355,4,1,cell,62%,7,21,8,9,57,26.4196896272458,A
52446,23424,60,355,4,2,cell,82%,7,32,8,10,63,23.0867927612304,A
52447,23424,60,355,4,3,cell,80%,29,42,9,8,57,-8.06225774829855,B
52448,23424,60,355,4,4,cell,95%,30,31,10,8,63,3,A
52449,23425,60,356,4,1,cell,49%,6,22,9,8,57,26.8328157299975,A
52450,23425,60,356,4,2,cell,93%,7,32,8,10,63,23.0867927612304,A
52451,23425,60,356,4,3,cell,86%,29,41,8,8,51,-7.07106781186548,B
52452,23425,60,356,4,4,cell,95%,30,31,8,9,57,3,A
52453,23426,60,357,5,1,cell,77%,6,32,9,11,78,24.0831891575846,A
52454,23426,60,357,5,2,cell,94%,9,16,11,12,104,27.6586333718787,A
52455,23426,60,357,5,3,cell,95%,29,31,9,9,64,3.16227766016838,A
52456,23426,60,357,5,4,cell,90%,29,41,8,8,51,-7.07106781186548,B
52457,23426,60,357,5,5,cell,93%,33,23,8,7,44,11.4017542509914,A
52458,23427,60,358,7,1,cell,57%,3,6,7,9,50,38.8973006775534,A
52459,23427,60,358,7,2,cell,46%,5,32,9,11,78,25.0798724079689,A
52460,23427,60,358,7,3,cell,67%,10,15,9,9,64,27.5862284482674,A
52461,23427,60,358,7,4,cell,27%,17,14,7,6,33,23.8537208837531,A
52462,23427,60,358,7,5,cell,96%,28,31,9,9,64,3.60555127546399,A
52463,23427,60,358,7,6,cell,93%,28,41,9,7,50,-7.28010988928052,B
52464,23427,60,358,7,7,cell,96%,32,23,8,7,44,11.1803398874989,A
52465,23428,60,359,7,1,cell,37%,5,6,9,10,71,37.5366487582469,A
52466,23428,60,359,7,2,cell,25%,6,32,7,10,55,24.0831891575846,A
52467,23428,60,359,7,3,cell,64%,11,14,10,8,63,27.5862284482674,A
52468,23428,60,359,7,4,cell,93%,19,12,9,7,50,24.5967477524977,A
52469,23428,60,359,7,5,cell,96%,30,31,10,9,71,3,A
52470,23428,60,359,7,6,cell,93%,29,40,8,7,44,-6.08276253029822,B
52471,23428,60,359,7,7,cell,95%,33,22,8,7,44,12.369316876853,A
52472,23429,60,360,7,1,cell,75%,4,6,8,11,70,38.2099463490856,A
52473,23429,60,360,7,2,cell,85%,5,33,9,10,71,25.0199920063936,A
52474,23429,60,360,7,3,cell,26%,10,15,11,8,70,27.5862284482674,A
52475,23429,60,360,7,4,cell,94%,19,13,10,7,55,23.7065391822594,A
52476,23429,60,360,7,5,cell,92%,27,43,9,8,57,-9.48683298050514,B
52477,23429,60,360,7,6,cell,96%,29,32,10,8,63,2.23606797749979,A
52478,23429,60,360,7,7,cell,94%,31,24,7,8,44,10.0498756211209,A
52479,23430,60,361,7,1,cell,67%,4,5,9,10,71,38.9486841883009,A
52480,23430,60,361,7,2,cell,69%,6,32,7,10,55,24.0831891575846,A
52481,23430,60,361,7,3,cell,94%,14,13,12,8,76,26.4007575648882,A
52482,23430,60,361,7,4,cell,87%,24,15,9,9,64,19.9248588451713,A
52483,23430,60,361,7,5,cell,93%,29,42,9,8,57,-8.06225774829855,B
52484,23430,60,361,7,6,cell,96%,30,31,10,9,71,3,A
52485,23430,60,361,7,7,cell,95%,33,22,10,8,63,12.369316876853,A
52486,23431,60,362,4,1,cell,71%,7,32,8,10,63,23.0867927612304,A
52487,23431,60,362,4,2,cell,93%,29,41,8,7,44,-7.07106781186548,B
52488,23431,60,362,4,3,cell,96%,30,31,9,9,64,3,A
52489,23431,60,362,4,4,cell,94%,32,23,7,8,44,11.1803398874989,A
52490,23432,60,363,5,1,cell,76%,5,32,9,11,78,25.0798724079689,A
52491,23432,60,363,5,2,cell,50%,7,13,11,9,78,31.1448230047949,A
52492,23432,60,363,5,3,cell,96%,29,31,10,9,71,3.16227766016838,A
52493,23432,60,363,5,4,cell,93%,28,41,9,7,50,-7.28010988928052,B
52494,23432,60,363,5,5,cell,94%,32,23,8,8,51,11.1803398874989,A
52495,23433,60,364,4,1,cell,74%,5,32,8,10,63,25.0798724079689,A
52496,23433,60,364,4,2,cell,96%,28,31,9,9,64,3.60555127546399,A
52497,23433,60,364,4,3,cell,88%,29,40,8,7,44,-6.08276253029822,B
52498,23433,60,364,4,4,cell,94%,32,22,8,8,51,12.1655250605964,A
52499,23434,60,365,4,1,cell,66%,6,32,7,10,55,24.0831891575846,A
52500,23434,60,365,4,2,cell,86%,29,40,9,7,50,-6.08276253029822,B
52501,23434,60,365,4,3,cell,96%,30,30,9,9,64,4,A
52502,23434,60,365,4,4,cell,94%,33,22,8,8,51,12.369316876853,A
52503,23435,60,366,5,1,cell,91%,6,33,10,10,79,24.0208242989286,A
52504,23435,60,366,5,2,cell,54%,7,22,9,10,71,25.9422435421457,A
52505,23435,60,366,5,3,cell,96%,30,31,10,9,71,3,A
52506,23435,60,366,5,4,cell,88%,29,42,9,8,57,-8.06225774829855,B
52507,23435,60,366,5,5,cell,93%,32,23,8,8,51,11.1803398874989,A
52508,23436,60,367,6,1,cell,91%,7,12,9,10,71,31.8276609256791,A
52509,23436,60,367,6,2,cell,86%,6,32,7,10,55,24.0831891575846,A
52510,23436,60,367,6,3,cell,86%,8,22,8,9,57,25.0599281722833,A
52511,23436,60,367,6,4,cell,93%,30,42,8,7,44,-8,B
52512,23436,60,367,6,5,cell,96%,30,31,9,9,64,3,A
52513,23436,60,367,6,6,cell,95%,33,22,8,9,57,12.369316876853,A
52514,23437,60,368,5,1,cell,39%,5,10,9,11,78,34.6554469023269,A
52515,23437,60,368,5,2,cell,86%,6,32,7,10,55,24.0831891575846,A
52516,23437,60,368,5,3,cell,77%,29,42,9,8,57,-8.06225774829855,B
52517,23437,60,368,5,4,cell,96%,30,31,10,9,71,3,A
52518,23437,60,368,5,5,cell,93%,32,22,8,8,51,12.1655250605964,A
52519,23438,60,369,6,1,cell,92%,7,11,8,9,57,32.5269119345812,A
52520,23438,60,369,6,2,cell,88%,7,35,8,11,70,-23.0217288664427,B
52521,23438,60,369,6,3,cell,93%,15,17,6,8,38,22.6715680975093,A
52522,23438,60,369,6,4,cell,87%,30,43,8,7,44,-9,B
52523,23438,60,369,6,5,cell,96%,30,33,9,9,64,1,A
52524,23438,60,369,6,6,cell,94%,33,25,8,10,63,9.48683298050514,A
52525,23439,60,370,6,1,cell,78%,5,11,7,10,55,33.9705755029261,A
52526,23439,60,370,6,2,cell,55%,7,33,9,10,71,23.0217288664427,A
52527,23439,60,370,6,3,cell,93%,13,15,6,8,38,25.4950975679639,A
52528,23439,60,370,6,4,cell,89%,29,42,8,7,44,-8.06225774829855,B
52529,23439,60,370,6,5,cell,95%,30,32,9,8,57,2,A
52530,23439,60,370,6,6,cell,96%,33,23,8,9,57,11.4017542509914,A
52531,23440,60,371,5,1,cell,92%,5,8,7,9,50,36.0693775937429,A
52532,23440,60,371,5,2,cell,54%,6,33,8,11,70,24.0208242989286,A
52533,23440,60,371,5,3,cell,93%,13,15,7,8,44,25.4950975679639,A
52534,23440,60,371,5,4,cell,77%,29,43,8,8,51,-9.05538513813742,B
52535,23440,60,371,5,5,cell,95%,30,32,10,9,71,2,A
52536,23441,60,372,6,1,cell,90%,6,9,8,10,63,34.6554469023269,A
52537,23441,60,372,6,2,cell,86%,7,34,8,10,63,-23,B
52538,23441,60,372,6,3,cell,26%,8,24,7,9,50,24.1660919471891,A
52539,23441,60,372,6,4,cell,89%,29,43,9,8,57,-9.05538513813742,B
52540,23441,60,372,6,5,cell,95%,30,31,9,9,64,3,A
52541,23441,60,372,6,6,cell,94%,32,22,7,9,50,12.1655250605964,A
52542,23442,60,373,5,1,cell,90%,5,8,10,9,71,36.0693775937429,A
52543,23442,60,373,5,2,cell,58%,6,35,8,10,63,-24.0208242989286,B
52544,23442,60,373,5,3,cell,96%,29,32,9,9,64,2.23606797749979,A
52545,23442,60,373,5,4,cell,82%,29,42,8,7,44,-8.06225774829855,B
52546,23442,60,373,5,5,cell,94%,32,23,8,9,57,11.1803398874989,A
52547,23443,60,374,7,1,cell,81%,5,6,9,9,64,37.5366487582469,A
52548,23443,60,374,7,2,cell,78%,7,34,8,11,70,-23,B
52549,23443,60,374,7,3,cell,35%,8,14,11,7,61,29.732137494637,A
52550,23443,60,374,7,4,cell,68%,8,25,7,10,55,23.7697286480094,A
52551,23443,60,374,7,5,cell,90%,29,43,8,8,51,-9.05538513813742,B
52552,23443,60,374,7,6,cell,96%,30,32,9,9,64,2,A
52553,23443,60,374,7,7,cell,94%,32,22,9,9,64,12.1655250605964,A
52554,23444,60,375,5,1,cell,72%,5,34,9,11,78,-25,B
52555,23444,60,375,5,2,cell,93%,14,14,9,8,57,25.6124969497314,A
52556,23444,60,375,5,3,cell,88%,28,42,9,8,57,-8.24621125123532,B
52557,23444,60,375,5,4,cell,96%,29,31,9,9,64,3.16227766016838,A
52558,23444,60,375,5,5,cell,94%,32,22,8,9,57,12.1655250605964,A
52559,23445,60,376,5,1,cell,56%,5,12,8,7,44,33.3016516106934,A
52560,23445,60,376,5,2,cell,37%,7,36,8,10,63,-23.0867927612304,B
52561,23445,60,376,5,3,cell,95%,17,15,8,8,51,23.0217288664427,A
52562,23445,60,376,5,4,cell,95%,29,33,9,9,64,1.4142135623731,A
52563,23445,60,376,5,5,cell,96%,32,23,9,10,71,11.1803398874989,A
52564,23446,60,377,2,1,cell,90%,4,12,7,8,44,34.0587727318528,A
52565,23446,60,377,2,2,cell,95%,29,32,8,8,51,2.23606797749979,A
52566,23447,60,378,3,1,cell,29%,1,4,3,8,19,41.7252920900501,A
52567,23447,60,378,3,2,cell,79%,6,10,8,9,57,33.9411254969543,A
52568,23447,60,378,3,3,cell,95%,30,32,8,8,51,2,A
52569,23448,60,379,2,1,cell,53%,5,9,7,9,50,35.3553390593274,A
52570,23448,60,379,2,2,cell,95%,30,32,8,8,51,2,A
52571,23449,60,380,3,1,cell,91%,7,36,10,11,87,-23.0867927612304,B
52572,23449,60,380,3,2,cell,25%,10,14,10,10,79,28.2842712474619,A
52573,23449,60,380,3,3,cell,95%,30,32,9,8,57,2,A
52574,23450,60,381,2,1,cell,82%,7,37,10,11,87,-23.1948270094864,B
52575,23450,60,381,2,2,cell,95%,31,33,8,8,51,1.4142135623731,A
52576,23451,60,382,5,1,cell,87%,4,12,7,8,44,34.0587727318528,A
52577,23451,60,382,5,2,cell,64%,4,19,5,7,28,30.0166620396073,A
52578,23451,60,382,5,3,cell,89%,7,38,9,10,71,-23.3452350598575,B
52579,23451,60,382,5,4,cell,88%,11,18,6,9,43,24.8394846967484,A
52580,23451,60,382,5,5,cell,94%,31,32,8,8,51,2.23606797749979,A
52581,23452,60,383,5,1,cell,86%,5,11,7,8,44,33.9705755029261,A
52582,23452,60,383,5,2,cell,27%,5,19,4,6,19,29.1547594742265,A
52583,23452,60,383,5,3,cell,83%,8,37,9,10,71,-22.2036033111745,B
52584,23452,60,383,5,4,cell,92%,11,17,6,9,43,25.4950975679639,A
52585,23452,60,383,5,5,cell,94%,32,32,8,8,51,2.82842712474619,A
52586,23453,60,384,3,1,cell,42%,5,10,9,11,78,34.6554469023269,A
52587,23453,60,384,3,2,cell,90%,6,35,9,11,78,-24.0208242989286,B
52588,23453,60,384,3,3,cell,94%,31,31,8,9,57,3.16227766016838,A
52589,23454,60,385,3,1,cell,83%,6,9,9,10,71,34.6554469023269,A
52590,23454,60,385,3,2,cell,64%,8,37,9,11,78,-22.2036033111745,B
52591,23454,60,385,3,3,cell,94%,32,33,9,8,57,2.23606797749979,A
52592,23455,60,386,3,1,cell,92%,7,36,9,11,78,-23.0867927612304,B
52593,23455,60,386,3,2,cell,74%,7,10,8,10,63,33.2415402771893,A
52594,23455,60,386,3,3,cell,94%,31,31,8,8,51,3.16227766016838,A
52595,23456,60,387,5,1,cell,67%,7,37,10,11,87,-23.1948270094864,B
52596,23456,60,387,5,2,cell,77%,8,14,9,8,57,29.732137494637,A
52597,23456,60,387,5,3,cell,45%,15,15,10,7,55,24.2074368738204,A
52598,23456,60,387,5,4,cell,43%,16,16,5,7,28,22.8035085019828,A
52599,23456,60,387,5,5,cell,96%,31,32,8,8,51,2.23606797749979,A
52600,23457,60,388,5,1,cell,82%,5,7,8,15,95,36.7967389859482,A
52601,23457,60,388,5,2,cell,82%,8,39,9,10,71,-22.561028345357,B
52602,23457,60,388,5,3,cell,39%,11,18,8,7,44,24.8394846967484,A
52603,23457,60,388,5,4,cell,91%,19,16,8,8,51,21.095023109729,A
52604,23457,60,388,5,5,cell,96%,33,34,8,8,51,-3,B
52605,23458,60,389,4,1,cell,91%,7,36,9,10,71,-23.0867927612304,B
52606,23458,60,389,4,2,cell,72%,8,14,9,8,57,29.732137494637,A
52607,23458,60,389,4,3,cell,90%,18,13,8,7,44,24.1867732448956,A
52608,23458,60,389,4,4,cell,95%,30,31,9,8,57,3,A
52609,23459,60,390,4,1,cell,63%,6,10,9,11,78,33.9411254969543,A
52610,23459,60,390,4,2,cell,85%,7,36,10,11,87,-23.0867927612304,B
52611,23459,60,390,4,3,cell,88%,16,14,7,7,39,24.4131112314674,A
52612,23459,60,390,4,4,cell,94%,30,32,9,8,57,2,A
52613,23460,60,391,4,1,cell,91%,7,10,11,10,87,33.2415402771893,A
52614,23460,60,391,4,2,cell,28%,6,20,5,7,28,27.7848879788996,A
52615,23460,60,391,4,3,cell,77%,9,37,9,11,78,-21.2132034355964,B
52616,23460,60,391,4,4,cell,95%,33,33,8,8,51,3.16227766016838,A
