,image_num,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,predecessorID,successorID
44789,19831,51,281,2,2,cell,89%,34,13,13,17,174,21.37755833,13.60147051,A,1,NA
44790,19832,51,282,2,1,cell,96%,28,31,11,16,139,3.605551275,31.06444913,A,1,2
44791,19832,51,282,2,2,cell,91%,34,13,13,15,154,21.37755833,13.60147051,A,1,NA
44792,19833,51,283,2,1,cell,96%,27,31,11,16,139,4.242640687,31.144823,A,1,2
44793,19833,51,283,2,2,cell,90%,33,14,14,16,176,20.22374842,14.31782106,A,1,NA
44794,19834,51,284,2,1,cell,95%,28,31,11,15,130,3.605551275,31.06444913,A,1,2
44795,19834,51,284,2,2,cell,93%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44796,19835,51,285,2,1,cell,94%,28,31,11,16,139,3.605551275,31.06444913,A,1,2
44797,19835,51,285,2,2,cell,91%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44798,19836,51,286,2,1,cell,97%,27,30,11,15,130,5,30.14962686,A,1,2
44799,19836,51,286,2,2,cell,92%,33,12,14,16,176,22.20360331,12.36931688,A,1,NA
44800,19837,51,287,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44801,19837,51,287,2,2,cell,93%,34,13,14,15,165,21.37755833,13.60147051,A,1,NA
44802,19838,51,288,2,1,cell,96%,28,29,10,15,118,5.385164807,29.06888371,A,1,2
44803,19838,51,288,2,2,cell,90%,34,12,13,15,154,22.36067977,12.64911064,A,1,NA
44804,19839,51,289,2,1,cell,97%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44805,19839,51,289,2,2,cell,90%,34,13,13,16,164,21.37755833,13.60147051,A,1,NA
44806,19840,51,290,2,1,cell,95%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44807,19840,51,290,2,2,cell,91%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44808,19841,51,291,2,1,cell,95%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44809,19841,51,291,2,2,cell,91%,33,14,15,16,189,20.22374842,14.31782106,A,1,NA
44810,19842,51,292,2,1,cell,95%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44811,19842,51,292,2,2,cell,90%,34,14,14,16,176,20.39607805,14.56021978,A,1,NA
44812,19843,51,293,2,1,cell,97%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44813,19843,51,293,2,2,cell,92%,33,13,13,17,174,21.21320344,13.34166406,A,1,NA
44814,19844,51,294,2,1,cell,97%,27,30,11,16,139,5,30.14962686,A,1,2
44815,19844,51,294,2,2,cell,93%,34,12,14,17,187,22.36067977,12.64911064,A,1,NA
44816,19845,51,295,2,1,cell,97%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44817,19845,51,295,2,2,cell,89%,34,13,14,16,176,21.37755833,13.60147051,A,1,NA
44818,19846,51,296,2,1,cell,97%,27,31,11,15,130,4.242640687,31.144823,A,1,2
44819,19846,51,296,2,2,cell,88%,33,14,14,16,176,20.22374842,14.31782106,A,1,NA
44820,19847,51,297,2,1,cell,96%,27,30,11,15,130,5,30.14962686,A,1,2
44821,19847,51,297,2,2,cell,90%,33,13,14,16,176,21.21320344,13.34166406,A,1,NA
44822,19848,51,298,2,1,cell,96%,27,32,11,16,139,3.605551275,32.14031736,A,1,2
44823,19848,51,298,2,2,cell,91%,33,14,14,16,176,20.22374842,14.31782106,A,1,NA
44824,19849,51,299,2,1,cell,97%,28,30,10,15,118,4.472135955,30.06659276,A,1,2
44825,19849,51,299,2,2,cell,87%,33,12,14,15,165,22.20360331,12.36931688,A,1,NA
44826,19850,51,300,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44827,19850,51,300,2,2,cell,89%,32,14,15,16,189,20.09975124,14.14213562,A,1,NA
44828,19851,51,301,2,1,cell,95%,27,31,11,15,130,4.242640687,31.144823,A,1,2
44829,19851,51,301,2,2,cell,92%,33,13,14,15,165,21.21320344,13.34166406,A,1,NA
44830,19852,51,302,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44831,19852,51,302,2,2,cell,90%,34,13,14,15,165,21.37755833,13.60147051,A,1,NA
44832,19853,51,303,2,1,cell,97%,28,31,11,16,139,3.605551275,31.06444913,A,1,2
44833,19853,51,303,2,2,cell,89%,33,14,14,16,176,20.22374842,14.31782106,A,1,NA
44834,19854,51,304,2,1,cell,96%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44835,19854,51,304,2,2,cell,93%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44836,19855,51,305,2,1,cell,98%,28,30,11,15,130,4.472135955,30.06659276,A,1,2
44837,19855,51,305,2,2,cell,92%,34,13,14,15,165,21.37755833,13.60147051,A,1,NA
44838,19856,51,306,2,1,cell,96%,27,31,11,16,139,4.242640687,31.144823,A,1,2
44839,19856,51,306,2,2,cell,92%,33,13,14,15,165,21.21320344,13.34166406,A,1,NA
44840,19857,51,307,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44841,19857,51,307,2,2,cell,90%,33,14,14,16,176,20.22374842,14.31782106,A,1,NA
44842,19858,51,308,2,1,cell,96%,28,31,11,15,130,3.605551275,31.06444913,A,1,2
44843,19858,51,308,2,2,cell,91%,33,14,15,16,189,20.22374842,14.31782106,A,1,NA
44844,19859,51,309,2,1,cell,95%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44845,19859,51,309,2,2,cell,89%,34,13,14,16,176,21.37755833,13.60147051,A,1,NA
44846,19860,51,310,2,1,cell,96%,28,30,10,15,118,4.472135955,30.06659276,A,1,2
44847,19860,51,310,2,2,cell,93%,34,12,14,17,187,22.36067977,12.64911064,A,1,NA
44848,19861,51,311,2,1,cell,96%,27,31,11,15,130,4.242640687,31.144823,A,1,2
44849,19861,51,311,2,2,cell,90%,32,13,15,16,189,21.09502311,13.15294644,A,1,NA
44850,19862,51,312,2,1,cell,96%,27,30,11,15,130,5,30.14962686,A,1,2
44851,19862,51,312,2,2,cell,91%,32,13,15,16,189,21.09502311,13.15294644,A,1,NA
44852,19863,51,313,2,1,cell,96%,28,31,11,16,139,3.605551275,31.06444913,A,1,2
44853,19863,51,313,2,2,cell,89%,33,13,15,17,201,21.21320344,13.34166406,A,1,NA
44854,19864,51,314,2,1,cell,96%,27,30,11,15,130,5,30.14962686,A,1,2
44855,19864,51,314,2,2,cell,92%,32,12,14,17,187,22.09072203,12.16552506,A,1,NA
44856,19865,51,315,2,1,cell,97%,28,29,10,15,118,5.385164807,29.06888371,A,1,2
44857,19865,51,315,2,2,cell,92%,33,12,15,18,213,22.20360331,12.36931688,A,1,NA
44858,19866,51,316,2,1,cell,96%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44859,19866,51,316,2,2,cell,90%,33,13,14,16,176,21.21320344,13.34166406,A,1,NA
44860,19867,51,317,2,1,cell,97%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44861,19867,51,317,2,2,cell,93%,33,12,15,17,201,22.20360331,12.36931688,A,1,NA
44862,19868,51,318,2,1,cell,96%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44863,19868,51,318,2,2,cell,91%,32,13,15,16,189,21.09502311,13.15294644,A,1,NA
44864,19869,51,319,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44865,19869,51,319,2,2,cell,90%,32,14,15,16,189,20.09975124,14.14213562,A,1,NA
44866,19870,51,320,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44867,19870,51,320,2,2,cell,92%,33,13,15,16,189,21.21320344,13.34166406,A,1,NA
44868,19871,51,321,2,1,cell,96%,28,31,11,16,139,3.605551275,31.06444913,A,1,2
44869,19871,51,321,2,2,cell,93%,32,13,14,16,176,21.09502311,13.15294644,A,1,NA
44870,19872,51,322,2,1,cell,97%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44871,19872,51,322,2,2,cell,93%,32,12,15,17,201,22.09072203,12.16552506,A,1,NA
44872,19873,51,323,2,1,cell,96%,29,31,12,17,161,3.16227766,31.01612484,A,1,2
44873,19873,51,323,2,2,cell,91%,34,13,14,17,187,21.37755833,13.60147051,A,1,NA
44874,19874,51,324,2,1,cell,96%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44875,19874,51,324,2,2,cell,93%,33,12,14,17,187,22.20360331,12.36931688,A,1,NA
44876,19875,51,325,2,1,cell,97%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44877,19875,51,325,2,2,cell,93%,32,13,15,16,189,21.09502311,13.15294644,A,1,NA
44878,19876,51,326,2,1,cell,96%,28,32,11,16,139,2.828427125,32.06243908,A,1,2
44879,19876,51,326,2,2,cell,93%,33,14,15,16,189,20.22374842,14.31782106,A,1,NA
44880,19877,51,327,2,1,cell,96%,28,31,11,17,147,3.605551275,31.06444913,A,1,2
44881,19877,51,327,2,2,cell,93%,33,13,15,16,189,21.21320344,13.34166406,A,1,NA
44882,19878,51,328,2,1,cell,60%,28,33,11,13,113,2.236067977,33.06055051,A,1,2
44883,19878,51,328,2,2,cell,89%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44884,19879,51,329,2,1,cell,61%,26,34,11,13,113,-4,34.23448554,B,1,2
44885,19879,51,329,2,2,cell,93%,33,16,14,15,165,18.24828759,16.2788206,A,1,NA
44886,19880,51,330,2,1,cell,67%,27,33,11,14,121,3.16227766,33.13608305,A,1,2
44887,19880,51,330,2,2,cell,94%,34,14,14,15,165,20.39607805,14.56021978,A,1,NA
44888,19881,51,331,3,2,cell,70%,28,33,10,14,110,2.236067977,33.06055051,A,1,2
44889,19881,51,331,3,3,cell,91%,35,15,14,15,165,19.6468827,15.8113883,A,1,NA
44890,19882,51,332,3,2,cell,29%,27,34,11,13,113,-3,34.13209633,B,1,2
44891,19882,51,332,3,3,cell,90%,33,16,14,14,154,18.24828759,16.2788206,A,1,NA
44892,19883,51,333,2,1,cell,82%,27,34,11,14,121,-3,34.13209633,B,1,2
44893,19883,51,333,2,2,cell,90%,33,16,13,14,143,18.24828759,16.2788206,A,1,NA
44894,19884,51,334,2,1,cell,87%,28,34,12,13,123,-2,34.05877273,B,1,1
44895,19884,51,334,2,2,cell,91%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44896,19885,51,335,2,2,cell,91%,35,16,14,15,165,18.68154169,16.76305461,A,1,2
44897,19886,51,336,3,2,cell,44%,28,33,11,13,113,2.236067977,33.06055051,A,1,2
44898,19886,51,336,3,3,cell,92%,35,14,14,15,165,20.61552813,14.86606875,A,1,NA
44899,19887,51,337,3,2,cell,40%,29,34,10,14,110,-1,34.0147027,B,1,1
44900,19887,51,337,3,3,cell,90%,34,16,15,14,165,18.43908891,16.4924225,A,1,NA
44901,19888,51,338,2,2,cell,92%,33,15,15,16,189,19.23538406,15.29705854,A,1,2
44902,19889,51,339,2,1,cell,71%,28,34,10,14,110,-2,34.05877273,B,1,2
44903,19889,51,339,2,2,cell,88%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44904,19890,51,340,3,2,cell,42%,29,34,10,14,110,-1,34.0147027,B,1,1
44905,19890,51,340,3,3,cell,88%,35,15,15,16,189,19.6468827,15.8113883,A,1,NA
44906,19891,51,341,2,2,cell,91%,36,15,14,16,176,19.92485885,16.15549442,A,1,2
44907,19892,51,342,2,1,cell,95%,28,33,12,13,123,2.236067977,33.06055051,A,1,2
44908,19892,51,342,2,2,cell,93%,35,15,14,16,176,19.6468827,15.8113883,A,1,NA
44909,19893,51,343,2,1,cell,35%,29,34,10,14,110,-1,34.0147027,B,1,2
44910,19893,51,343,2,2,cell,90%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44911,19894,51,344,3,2,cell,28%,29,34,10,14,110,-1,34.0147027,B,1,2
44912,19894,51,344,3,3,cell,90%,35,15,14,16,176,19.6468827,15.8113883,A,1,NA
44913,19895,51,345,3,2,cell,37%,27,34,11,14,121,-3,34.13209633,B,1,2
44914,19895,51,345,3,3,cell,90%,35,15,14,15,165,19.6468827,15.8113883,A,1,NA
44915,19896,51,346,2,1,cell,84%,27,34,11,14,121,-3,34.13209633,B,1,2
44916,19896,51,346,2,2,cell,92%,33,16,14,14,154,18.24828759,16.2788206,A,1,NA
44917,19897,51,347,2,1,cell,93%,27,33,11,14,121,3.16227766,33.13608305,A,1,2
44918,19897,51,347,2,2,cell,93%,34,14,14,15,165,20.39607805,14.56021978,A,1,NA
44919,19898,51,348,3,2,cell,26%,29,34,10,14,110,-1,34.0147027,B,1,1
44920,19898,51,348,3,3,cell,91%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44921,19899,51,349,2,2,cell,93%,34,16,14,14,154,18.43908891,16.4924225,A,1,2
44922,19900,51,350,3,2,cell,57%,28,34,10,14,110,-2,34.05877273,B,1,1
44923,19900,51,350,3,3,cell,92%,34,15,15,16,189,19.41648784,15.5241747,A,1,NA
44924,19901,51,351,2,2,cell,92%,34,15,15,16,189,19.41648784,15.5241747,A,1,1
44925,19902,51,352,2,2,cell,93%,33,14,15,15,177,20.22374842,14.31782106,A,1,2
44926,19903,51,353,3,2,cell,29%,29,34,10,14,110,-1,34.0147027,B,1,1
44927,19903,51,353,3,3,cell,90%,35,16,14,14,154,18.68154169,16.76305461,A,1,NA
44928,19904,51,354,2,2,cell,92%,35,15,15,16,189,19.6468827,15.8113883,A,1,2
44929,19905,51,355,2,1,cell,80%,29,33,10,14,110,1.414213562,33.01514804,A,1,1
44930,19905,51,355,2,2,cell,92%,35,15,14,16,176,19.6468827,15.8113883,A,1,NA
44931,19906,51,356,2,2,cell,94%,35,14,15,15,177,20.61552813,14.86606875,A,1,2
44932,19907,51,357,2,1,cell,93%,28,33,11,13,113,2.236067977,33.06055051,A,1,2
44933,19907,51,357,2,2,cell,94%,35,15,13,16,164,19.6468827,15.8113883,A,1,NA
44934,19908,51,358,3,2,cell,62%,27,33,11,13,113,3.16227766,33.13608305,A,1,1
44935,19908,51,358,3,3,cell,92%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44936,19909,51,359,2,2,cell,91%,33,16,15,16,189,18.24828759,16.2788206,A,1,1
44937,19910,51,360,2,2,cell,93%,35,14,15,15,177,20.61552813,14.86606875,A,1,2
44938,19911,51,361,3,2,cell,64%,29,33,10,14,110,1.414213562,33.01514804,A,1,1
44939,19911,51,361,3,3,cell,95%,34,15,14,17,187,19.41648784,15.5241747,A,1,NA
44940,19912,51,362,2,2,cell,93%,34,16,14,15,165,18.43908891,16.4924225,A,1,2
44941,19913,51,363,3,2,cell,27%,28,34,10,14,110,-2,34.05877273,B,1,2
44942,19913,51,363,3,3,cell,94%,34,16,15,18,213,18.43908891,16.4924225,A,1,NA
44943,19914,51,364,2,1,cell,47%,27,34,11,14,121,-3,34.13209633,B,1,2
44944,19914,51,364,2,2,cell,92%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44945,19915,51,365,3,2,cell,64%,27,34,11,14,121,-3,34.13209633,B,1,2
44946,19915,51,365,3,3,cell,92%,34,16,14,15,165,18.43908891,16.4924225,A,1,NA
44947,19916,51,366,2,1,cell,80%,27,33,11,13,113,3.16227766,33.13608305,A,1,2
44948,19916,51,366,2,2,cell,94%,34,15,14,17,187,19.41648784,15.5241747,A,1,NA
44949,19917,51,367,2,1,cell,92%,27,34,11,14,121,-3,34.13209633,B,1,2
44950,19917,51,367,2,2,cell,90%,34,15,14,15,165,19.41648784,15.5241747,A,1,NA
44951,19918,51,368,2,1,cell,45%,27,35,12,14,132,-3.16227766,35.12833614,B,1,2
44952,19918,51,368,2,2,cell,92%,34,16,15,15,177,18.43908891,16.4924225,A,1,NA
44953,19919,51,369,3,2,cell,40%,27,33,11,13,113,3.16227766,33.13608305,A,1,2
44954,19919,51,369,3,3,cell,92%,34,15,14,17,187,19.41648784,15.5241747,A,1,NA
44955,19920,51,370,2,1,cell,72%,29,34,10,14,110,-1,34.0147027,B,1,2
44956,19920,51,370,2,2,cell,90%,34,17,14,16,176,17.4642492,17.4642492,A,1,NA
44957,19921,51,371,2,1,cell,63%,28,35,12,14,132,-2.236067977,35.05709629,B,1,2
44958,19921,51,371,2,2,cell,92%,34,16,15,15,177,18.43908891,16.4924225,A,1,NA
44959,19922,51,372,3,2,cell,30%,27,34,10,14,110,-3,34.13209633,B,1,2
44960,19922,51,372,3,3,cell,92%,34,15,14,17,187,19.41648784,15.5241747,A,1,NA
44961,19923,51,373,2,1,cell,42%,29,33,10,13,103,1.414213562,33.01514804,A,1,2
44962,19923,51,373,2,2,cell,91%,34,16,15,16,189,18.43908891,16.4924225,A,1,NA
44963,19924,51,374,2,1,cell,76%,28,34,10,14,110,-2,34.05877273,B,1,2
44964,19924,51,374,2,2,cell,89%,34,16,15,17,201,18.43908891,16.4924225,A,1,NA
44965,19925,51,375,2,1,cell,30%,27,35,12,13,123,-3.16227766,35.12833614,B,1,1
44966,19925,51,375,2,2,cell,93%,33,17,15,16,189,17.2626765,17.2626765,A,1,NA
44967,19926,51,376,2,2,cell,90%,33,16,15,16,189,18.24828759,16.2788206,A,1,1
44968,19927,51,377,2,2,cell,89%,33,16,15,18,213,18.24828759,16.2788206,A,1,1
44969,19928,51,378,2,2,cell,91%,35,15,15,17,201,19.6468827,15.8113883,A,1,2
44970,19929,51,379,2,1,cell,91%,27,34,12,13,123,-3,34.13209633,B,1,2
44971,19929,51,379,2,2,cell,89%,34,16,16,16,202,18.43908891,16.4924225,A,1,NA
44972,19930,51,380,2,1,cell,85%,26,34,11,13,113,-4,34.23448554,B,1,2
44973,19930,51,380,2,2,cell,85%,33,16,15,16,189,18.24828759,16.2788206,A,1,NA
44974,19931,51,381,2,1,cell,68%,26,34,11,12,104,-4,34.23448554,B,1,2
44975,19931,51,381,2,2,cell,90%,33,16,16,16,202,18.24828759,16.2788206,A,1,NA
44976,19932,51,382,2,1,cell,92%,26,34,10,12,95,-4,34.23448554,B,1,2
44977,19932,51,382,2,2,cell,86%,34,16,16,16,202,18.43908891,16.4924225,A,1,NA
44978,19933,51,383,2,1,cell,92%,26,34,11,13,113,-4,34.23448554,B,1,2
44979,19933,51,383,2,2,cell,81%,34,16,17,16,214,18.43908891,16.4924225,A,1,NA
44980,19934,51,384,2,1,cell,75%,27,33,11,13,113,3.16227766,33.13608305,A,1,NA
44981,19934,51,384,2,2,cell,89%,35,15,19,14,209,19.6468827,15.8113883,A,1,2
44982,19935,51,385,3,2,cell,88%,37,13,16,15,189,22.13594362,14.76482306,A,2,NA
44983,19935,51,385,3,3,cell,49%,47,13,6,7,33,27.01851217,21.40093456,A,2,2
44984,19936,51,386,3,2,cell,81%,36,15,15,16,189,19.92485885,16.15549442,A,2,NA
44985,19936,51,386,3,3,cell,29%,46,16,9,10,71,24.08318916,22.627417,A,2,3
44986,19937,51,387,3,1,cell,75%,26,33,11,14,121,4.123105626,33.24154028,A,2,NA
44987,19937,51,387,3,2,cell,90%,33,15,15,16,189,19.23538406,15.29705854,A,2,NA
44988,19937,51,387,3,3,cell,55%,45,16,8,9,57,23.43074903,21.9317122,A,2,3
44989,19938,51,388,3,1,cell,80%,25,33,10,13,103,5.099019514,33.37663854,A,3,NA
44990,19938,51,388,3,2,cell,90%,33,15,15,16,189,19.23538406,15.29705854,A,3,NA
44991,19938,51,388,3,3,cell,82%,46,17,9,10,71,23.34523506,23.34523506,A,3,3
44992,19939,51,389,3,1,cell,29%,26,33,11,13,113,4.123105626,33.24154028,A,3,NA
44993,19939,51,389,3,2,cell,89%,33,16,15,16,189,18.24828759,16.2788206,A,3,NA
44994,19939,51,389,3,3,cell,61%,46,17,10,11,87,23.34523506,23.34523506,A,3,3
44995,19940,51,390,3,1,cell,63%,26,33,10,13,103,4.123105626,33.24154028,A,3,NA
44996,19940,51,390,3,2,cell,90%,34,15,15,16,189,19.41648784,15.5241747,A,3,NA
44997,19940,51,390,3,3,cell,86%,48,17,10,11,87,24.75883681,24.75883681,A,3,3
44998,19941,51,391,3,1,cell,51%,24,32,11,15,130,6.32455532,32.55764119,A,3,NA
44999,19941,51,391,3,2,cell,90%,33,14,16,14,176,20.22374842,14.31782106,A,3,NA
45000,19941,51,391,3,3,cell,83%,46,16,11,11,96,24.08318916,22.627417,A,3,NA
