,image_num,trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region,predecessorID,successorID
44496,19673,51,123,1,1,cell,97%,29,27,11,10,87,7.071067812,27.01851217,A,1,2
44497,19674,51,124,2,1,cell,96%,29,28,11,9,78,6.08276253,28.01785145,A,1,NA
44498,19674,51,124,2,2,cell,95%,30,36,6,6,29,-2,36,B,1,2
44499,19675,51,125,2,1,cell,96%,30,27,11,9,78,7,27,A,2,NA
44500,19675,51,125,2,2,cell,96%,30,37,7,7,39,-3,37,B,2,2
44501,19676,51,126,2,1,cell,96%,30,27,11,9,78,7,27,A,2,NA
44502,19676,51,126,2,2,cell,95%,29,38,7,9,50,-4.123105626,38.01315562,B,2,2
44503,19677,51,127,2,1,cell,94%,28,28,11,10,87,6.32455532,28.0713377,A,2,NA
44504,19677,51,127,2,2,cell,95%,28,40,7,10,55,-6.32455532,40.04996879,B,2,2
44505,19678,51,128,2,1,cell,96%,29,29,11,10,87,5.099019514,29.01723626,A,2,NA
44506,19678,51,128,2,2,cell,95%,29,41,8,10,63,-7.071067812,41.01219331,B,2,2
44507,19679,51,129,2,1,cell,97%,28,27,11,10,87,7.280109889,27.07397274,A,2,1
44508,19679,51,129,2,2,cell,97%,29,40,9,12,85,-6.08276253,40.01249805,B,2,NA
44509,19680,51,130,1,1,cell,96%,29,27,11,11,96,7.071067812,27.01851217,A,1,2
44510,19681,51,131,2,1,cell,97%,29,27,11,10,87,7.071067812,27.01851217,A,1,NA
44511,19681,51,131,2,2,cell,38%,29,35,7,5,28,-1.414213562,35.0142828,B,1,2
44512,19682,51,132,2,1,cell,96%,28,27,11,9,78,7.280109889,27.07397274,A,2,NA
44513,19682,51,132,2,2,cell,97%,28,37,7,7,39,-3.605551275,37.05401463,B,2,2
44514,19683,51,133,2,1,cell,96%,29,27,11,9,78,7.071067812,27.01851217,A,2,NA
44515,19683,51,133,2,2,cell,97%,29,39,7,8,44,-5.099019514,39.01281841,B,2,2
44516,19684,51,134,2,1,cell,96%,29,28,11,10,87,6.08276253,28.01785145,A,2,NA
44517,19684,51,134,2,2,cell,96%,28,40,7,10,55,-6.32455532,40.04996879,B,2,2
44518,19685,51,135,2,1,cell,96%,29,27,10,11,87,7.071067812,27.01851217,A,2,NA
44519,19685,51,135,2,2,cell,95%,29,39,8,9,57,-5.099019514,39.01281841,B,2,2
44520,19686,51,136,2,1,cell,97%,30,27,12,10,95,7,27,A,2,NA
44521,19686,51,136,2,2,cell,96%,30,39,8,11,70,-5,39,B,2,2
44522,19687,51,137,2,1,cell,98%,29,27,11,11,96,7.071067812,27.01851217,A,2,NA
44523,19687,51,137,2,2,cell,97%,30,40,9,11,78,-6,40,B,2,2
44524,19688,51,138,2,1,cell,96%,29,28,11,11,96,6.08276253,28.01785145,A,2,1
44525,19688,51,138,2,2,cell,95%,29,42,8,12,76,-8.062257748,42.01190308,B,2,NA
44526,19689,51,139,1,1,cell,97%,29,27,11,11,96,7.071067812,27.01851217,A,1,2
44527,19690,51,140,2,1,cell,96%,28,28,11,10,87,6.32455532,28.0713377,A,1,NA
44528,19690,51,140,2,2,cell,96%,29,37,7,7,39,-3.16227766,37.01351105,B,1,2
44529,19691,51,141,2,1,cell,96%,28,28,11,10,87,6.32455532,28.0713377,A,2,NA
44530,19691,51,141,2,2,cell,96%,28,39,7,9,50,-5.385164807,39.05124838,B,2,2
44531,19692,51,142,2,1,cell,97%,30,26,11,11,96,8,26,A,2,NA
44532,19692,51,142,2,2,cell,96%,29,39,7,8,44,-5.099019514,39.01281841,B,2,2
44533,19693,51,143,2,1,cell,97%,30,26,11,11,96,8,26,A,2,NA
44534,19693,51,143,2,2,cell,96%,30,38,7,9,50,-4,38,B,2,2
44535,19694,51,144,2,1,cell,97%,29,27,11,11,96,7.071067812,27.01851217,A,2,2
44536,19694,51,144,2,2,cell,95%,29,40,8,11,70,-6.08276253,40.01249805,B,2,3
44537,19695,51,145,3,1,cell,95%,26,18,9,9,64,16.4924225,18.43908891,A,1,2
44538,19695,51,145,3,2,cell,96%,30,27,11,11,96,7,27,A,1,NA
44539,19695,51,145,3,3,cell,95%,30,41,8,10,63,-7,41,B,2,3
44540,19696,51,146,3,1,cell,95%,26,20,9,9,64,14.56021978,20.39607805,A,1,2
44541,19696,51,146,3,2,cell,97%,30,29,11,11,96,5,29,A,1,1
44542,19696,51,146,3,3,cell,95%,29,42,8,11,70,-8.062257748,42.01190308,B,3,NA
44543,19697,51,147,2,1,cell,96%,28,28,11,10,87,6.32455532,28.0713377,A,2,NA
44544,19697,51,147,2,2,cell,92%,30,37,6,6,29,-3,37,B,1,2
44545,19698,51,148,2,1,cell,97%,29,27,11,10,87,7.071067812,27.01851217,A,2,NA
44546,19698,51,148,2,2,cell,97%,29,38,6,7,33,-4.123105626,38.01315562,B,2,2
44547,19699,51,149,2,1,cell,97%,29,27,11,10,87,7.071067812,27.01851217,A,2,NA
44548,19699,51,149,2,2,cell,95%,29,38,7,8,44,-4.123105626,38.01315562,B,2,2
44549,19700,51,150,2,1,cell,97%,29,27,11,10,87,7.071067812,27.01851217,A,2,NA
44550,19700,51,150,2,2,cell,96%,30,39,8,8,51,-5,39,B,2,2
44551,19701,51,151,2,1,cell,97%,30,27,12,11,104,7,27,A,2,NA
44552,19701,51,151,2,2,cell,96%,30,39,8,9,57,-5,39,B,2,2
44553,19702,51,152,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44554,19702,51,152,2,2,cell,95%,29,39,8,9,57,-5.099019514,39.01281841,B,2,2
44555,19703,51,153,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44556,19703,51,153,2,2,cell,96%,28,41,9,12,85,-7.280109889,41.0487515,B,2,2
44557,19704,51,154,2,1,cell,97%,28,27,11,11,96,7.280109889,27.07397274,A,2,1
44558,19704,51,154,2,2,cell,96%,28,40,9,11,78,-6.32455532,40.04996879,B,2,NA
44559,19705,51,155,1,1,cell,97%,29,27,12,11,104,7.071067812,27.01851217,A,1,2
44560,19706,51,156,2,1,cell,97%,29,28,11,10,87,6.08276253,28.01785145,A,1,NA
44561,19706,51,156,2,2,cell,95%,30,37,6,6,29,-3,37,B,1,2
44562,19707,51,157,2,1,cell,97%,29,27,11,9,78,7.071067812,27.01851217,A,2,NA
44563,19707,51,157,2,2,cell,96%,29,38,6,7,33,-4.123105626,38.01315562,B,2,2
44564,19708,51,158,2,1,cell,96%,29,28,11,9,78,6.08276253,28.01785145,A,2,NA
44565,19708,51,158,2,2,cell,96%,29,39,7,8,44,-5.099019514,39.01281841,B,2,2
44566,19709,51,159,2,1,cell,97%,28,27,11,10,87,7.280109889,27.07397274,A,2,NA
44567,19709,51,159,2,2,cell,95%,28,38,7,8,44,-4.472135955,38.05259518,B,2,2
44568,19710,51,160,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44569,19710,51,160,2,2,cell,96%,29,39,8,8,51,-5.099019514,39.01281841,B,2,2
44570,19711,51,161,2,1,cell,97%,30,26,11,11,96,8,26,A,2,NA
44571,19711,51,161,2,2,cell,96%,30,40,8,10,63,-6,40,B,2,2
44572,19712,51,162,2,1,cell,97%,29,25,11,11,96,9.055385138,25.01999201,A,2,1
44573,19712,51,162,2,2,cell,96%,29,39,9,11,78,-5.099019514,39.01281841,B,2,NA
44574,19713,51,163,1,1,cell,97%,31,27,12,12,114,7.071067812,27.01851217,A,1,1
44575,19714,51,164,1,1,cell,97%,30,27,12,12,114,7,27,A,1,2
44576,19715,51,165,2,1,cell,97%,29,27,12,10,95,7.071067812,27.01851217,A,1,NA
44577,19715,51,165,2,2,cell,31%,30,35,7,4,22,-1,35,B,1,2
44578,19716,51,166,2,1,cell,97%,28,27,11,10,87,7.280109889,27.07397274,A,2,NA
44579,19716,51,166,2,2,cell,95%,29,36,6,7,33,-2.236067977,36.01388621,B,2,2
44580,19717,51,167,2,1,cell,97%,29,28,12,10,95,6.08276253,28.01785145,A,2,NA
44581,19717,51,167,2,2,cell,96%,28,38,7,8,44,-4.472135955,38.05259518,B,2,2
44582,19718,51,168,2,1,cell,97%,29,27,11,11,96,7.071067812,27.01851217,A,2,NA
44583,19718,51,168,2,2,cell,96%,29,39,7,8,44,-5.099019514,39.01281841,B,2,2
44584,19719,51,169,2,1,cell,97%,29,27,11,11,96,7.071067812,27.01851217,A,2,NA
44585,19719,51,169,2,2,cell,96%,28,39,7,9,50,-5.385164807,39.05124838,B,2,2
44586,19720,51,170,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44587,19720,51,170,2,2,cell,96%,29,39,8,8,51,-5.099019514,39.01281841,B,2,2
44588,19721,51,171,2,1,cell,97%,28,26,11,11,96,8.246211251,26.07680962,A,2,NA
44589,19721,51,171,2,2,cell,95%,29,38,8,9,57,-4.123105626,38.01315562,B,2,2
44590,19722,51,172,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44591,19722,51,172,2,2,cell,96%,30,40,8,10,63,-6,40,B,2,2
44592,19723,51,173,2,1,cell,97%,30,27,11,12,104,7,27,A,2,NA
44593,19723,51,173,2,2,cell,96%,30,40,9,10,71,-6,40,B,2,2
44594,19724,51,174,2,1,cell,97%,28,27,11,12,104,7.280109889,27.07397274,A,2,1
44595,19724,51,174,2,2,cell,95%,29,40,9,12,85,-6.08276253,40.01249805,B,2,NA
44596,19725,51,175,1,1,cell,97%,29,27,12,11,104,7.071067812,27.01851217,A,1,1
44597,19726,51,176,1,1,cell,96%,29,28,13,11,113,6.08276253,28.01785145,A,1,1
44598,19727,51,177,1,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,1,2
44599,19728,51,178,2,1,cell,96%,28,26,12,10,95,8.246211251,26.07680962,A,1,NA
44600,19728,51,178,2,2,cell,94%,29,36,6,6,29,-2.236067977,36.01388621,B,1,2
44601,19729,51,179,2,1,cell,97%,28,26,11,11,96,8.246211251,26.07680962,A,2,NA
44602,19729,51,179,2,2,cell,96%,29,36,6,7,33,-2.236067977,36.01388621,B,2,2
44603,19730,51,180,2,1,cell,97%,27,27,11,10,87,7.615773106,27.16615541,A,2,NA
44604,19730,51,180,2,2,cell,95%,28,38,7,8,44,-4.472135955,38.05259518,B,2,2
44605,19731,51,181,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44606,19731,51,181,2,2,cell,96%,29,38,7,9,50,-4.123105626,38.01315562,B,2,2
44607,19732,51,182,2,1,cell,97%,29,26,12,11,104,8.062257748,26.01922366,A,2,NA
44608,19732,51,182,2,2,cell,95%,28,38,7,11,61,-4.472135955,38.05259518,B,2,2
44609,19733,51,183,2,1,cell,97%,30,26,12,11,104,8,26,A,2,NA
44610,19733,51,183,2,2,cell,96%,30,40,8,11,70,-6,40,B,2,2
44611,19734,51,184,2,1,cell,96%,28,27,11,11,96,7.280109889,27.07397274,A,2,NA
44612,19734,51,184,2,2,cell,97%,28,40,8,11,70,-6.32455532,40.04996879,B,2,2
44613,19735,51,185,2,1,cell,97%,28,27,11,11,96,7.280109889,27.07397274,A,2,NA
44614,19735,51,185,2,2,cell,96%,28,41,8,12,76,-7.280109889,41.0487515,B,2,2
44615,19736,51,186,2,1,cell,97%,29,26,11,11,96,8.062257748,26.01922366,A,2,NA
44616,19736,51,186,2,2,cell,96%,29,40,9,12,85,-6.08276253,40.01249805,B,2,2
44617,19737,51,187,2,1,cell,97%,28,26,11,11,96,8.246211251,26.07680962,A,2,1
44618,19737,51,187,2,2,cell,95%,29,41,8,12,76,-7.071067812,41.01219331,B,2,NA
44619,19738,51,188,1,1,cell,97%,29,27,12,12,114,7.071067812,27.01851217,A,1,1
44620,19739,51,189,1,1,cell,97%,29,27,11,12,104,7.071067812,27.01851217,A,1,1
44621,19740,51,190,1,1,cell,97%,30,26,12,12,114,8,26,A,1,1
44622,19741,51,191,1,1,cell,97%,30,26,12,12,114,8,26,A,1,1
44623,19742,51,192,1,1,cell,97%,29,26,11,12,104,8.062257748,26.01922366,A,1,1
44624,19743,51,193,1,1,cell,97%,29,26,11,12,104,8.062257748,26.01922366,A,1,1
44625,19744,51,194,1,1,cell,97%,29,26,11,13,113,8.062257748,26.01922366,A,1,1
44626,19745,51,195,1,1,cell,97%,30,25,11,12,104,9,25,A,1,1
44627,19746,51,196,1,1,cell,97%,29,25,11,13,113,9.055385138,25.01999201,A,1,1
44628,19747,51,197,1,1,cell,96%,29,25,10,12,95,9.055385138,25.01999201,A,1,1
44629,19748,51,198,1,1,cell,96%,29,25,11,13,113,9.055385138,25.01999201,A,1,1
44630,19749,51,199,1,1,cell,97%,29,25,11,14,121,9.055385138,25.01999201,A,1,1
44631,19750,51,200,1,1,cell,96%,29,24,11,14,121,10.04987562,24.0208243,A,1,1
44632,19751,51,201,1,1,cell,97%,29,25,11,14,121,9.055385138,25.01999201,A,1,1
44633,19752,51,202,1,1,cell,96%,29,26,11,15,130,8.062257748,26.01922366,A,1,1
44634,19753,51,203,1,1,cell,95%,29,24,10,15,118,10.04987562,24.0208243,A,1,1
44635,19754,51,204,1,1,cell,97%,30,24,10,15,118,10,24,A,1,1
44636,19755,51,205,1,1,cell,96%,31,24,10,14,110,10.04987562,24.0208243,A,1,1
44637,19756,51,206,1,1,cell,97%,30,25,10,16,126,9,25,A,1,1
44638,19757,51,207,1,1,cell,96%,29,23,10,15,118,11.04536102,23.02172887,A,1,1
44639,19758,51,208,1,1,cell,96%,29,23,10,15,118,11.04536102,23.02172887,A,1,1
44640,19759,51,209,1,1,cell,96%,30,23,11,15,130,11,23,A,1,1
44641,19760,51,210,1,1,cell,96%,30,22,11,15,130,12,22,A,1,1
44642,19761,51,211,1,1,cell,96%,29,24,11,16,139,10.04987562,24.0208243,A,1,1
44643,19762,51,212,1,1,cell,96%,30,23,10,15,118,11,23,A,1,2
44644,19763,51,213,2,1,cell,95%,30,23,10,15,118,11,23,A,1,NA
44645,19763,51,213,2,2,cell,41%,32,13,7,9,50,21.09502311,13.15294644,A,1,2
44646,19764,51,214,2,1,cell,96%,29,24,11,16,139,10.04987562,24.0208243,A,2,NA
44647,19764,51,214,2,2,cell,95%,33,13,6,8,38,21.21320344,13.34166406,A,2,2
44648,19765,51,215,2,1,cell,96%,29,24,11,15,130,10.04987562,24.0208243,A,2,NA
44649,19765,51,215,2,2,cell,94%,34,13,6,8,38,21.37755833,13.60147051,A,2,2
44650,19766,51,216,2,1,cell,94%,29,25,11,15,130,9.055385138,25.01999201,A,2,NA
44651,19766,51,216,2,2,cell,95%,33,14,7,8,44,20.22374842,14.31782106,A,2,2
44652,19767,51,217,2,1,cell,95%,29,25,11,15,130,9.055385138,25.01999201,A,2,NA
44653,19767,51,217,2,2,cell,95%,33,13,7,9,50,21.21320344,13.34166406,A,2,2
44654,19768,51,218,2,1,cell,95%,29,27,10,15,118,7.071067812,27.01851217,A,2,NA
44655,19768,51,218,2,2,cell,94%,33,14,7,9,50,20.22374842,14.31782106,A,2,2
44656,19769,51,219,2,1,cell,96%,29,25,10,15,118,9.055385138,25.01999201,A,2,NA
44657,19769,51,219,2,2,cell,90%,34,13,8,10,63,21.37755833,13.60147051,A,2,2
44658,19770,51,220,2,1,cell,96%,29,27,11,15,130,7.071067812,27.01851217,A,2,NA
44659,19770,51,220,2,2,cell,85%,34,14,8,10,63,20.39607805,14.56021978,A,2,2
44660,19771,51,221,2,1,cell,93%,29,27,10,15,118,7.071067812,27.01851217,A,2,NA
44661,19771,51,221,2,2,cell,92%,35,14,9,12,85,20.61552813,14.86606875,A,2,2
44662,19772,51,222,2,1,cell,95%,29,27,10,15,118,7.071067812,27.01851217,A,2,NA
44663,19772,51,222,2,2,cell,90%,35,12,9,12,85,22.56102835,13,A,2,2
44664,19773,51,223,2,1,cell,95%,29,29,12,16,151,5.099019514,29.01723626,A,2,NA
44665,19773,51,223,2,2,cell,88%,35,12,10,12,95,22.56102835,13,A,2,2
44666,19774,51,224,2,1,cell,95%,29,27,10,16,126,7.071067812,27.01851217,A,2,NA
44667,19774,51,224,2,2,cell,91%,36,11,10,12,95,23.76972865,12.52996409,A,2,2
44668,19775,51,225,2,1,cell,94%,29,27,11,16,139,7.071067812,27.01851217,A,2,NA
44669,19775,51,225,2,2,cell,92%,36,10,10,13,103,24.73863375,11.66190379,A,2,2
44670,19776,51,226,2,1,cell,96%,29,29,12,16,151,5.099019514,29.01723626,A,2,NA
44671,19776,51,226,2,2,cell,89%,35,11,11,13,113,23.53720459,12.08304597,A,2,2
44672,19777,51,227,2,1,cell,95%,29,29,12,16,151,5.099019514,29.01723626,A,2,NA
44673,19777,51,227,2,2,cell,91%,36,11,12,14,132,23.76972865,12.52996409,A,2,2
44674,19778,51,228,2,1,cell,95%,29,26,10,15,118,8.062257748,26.01922366,A,2,NA
44675,19778,51,228,2,2,cell,88%,35,10,11,13,113,24.51530134,11.18033989,A,2,2
44676,19779,51,229,2,1,cell,96%,29,28,12,16,151,6.08276253,28.01785145,A,2,NA
44677,19779,51,229,2,2,cell,91%,35,11,12,14,132,23.53720459,12.08304597,A,2,2
44678,19780,51,230,2,1,cell,94%,29,28,11,16,139,6.08276253,28.01785145,A,2,NA
44679,19780,51,230,2,2,cell,91%,35,10,12,13,123,24.51530134,11.18033989,A,2,2
44680,19781,51,231,2,1,cell,94%,29,28,11,16,139,6.08276253,28.01785145,A,2,NA
44681,19781,51,231,2,2,cell,90%,35,10,13,13,133,24.51530134,11.18033989,A,2,2
44682,19782,51,232,2,1,cell,94%,29,28,12,16,151,6.08276253,28.01785145,A,2,NA
44683,19782,51,232,2,2,cell,88%,35,11,12,14,132,23.53720459,12.08304597,A,2,2
44684,19783,51,233,2,1,cell,95%,29,28,11,17,147,6.08276253,28.01785145,A,2,NA
44685,19783,51,233,2,2,cell,87%,35,11,13,14,143,23.53720459,12.08304597,A,2,2
44686,19784,51,234,2,1,cell,96%,29,27,11,15,130,7.071067812,27.01851217,A,2,4
44687,19784,51,234,2,2,cell,91%,35,11,12,14,132,23.53720459,12.08304597,A,2,NA
44688,19785,51,235,4,1,cell,95%,23,16,11,13,113,19.31320792,17.4642492,A,1,NA
44689,19785,51,235,4,2,cell,95%,29,29,12,15,142,5.099019514,29.01723626,A,1,NA
44690,19785,51,235,4,3,cell,90%,29,8,7,8,44,26.01922366,8.062257748,A,1,4
44691,19785,51,235,4,4,cell,87%,36,12,11,14,121,22.8035085,13.41640786,A,1,NA
44692,19786,51,236,4,1,cell,94%,23,15,10,13,103,20.24845673,16.55294536,A,3,NA
44693,19786,51,236,4,2,cell,94%,29,26,11,15,130,8.062257748,26.01922366,A,3,NA
44694,19786,51,236,4,3,cell,91%,29,4,8,9,57,30.01666204,4.123105626,A,3,4
44695,19786,51,236,4,4,cell,93%,35,10,11,13,113,24.51530134,11.18033989,A,3,NA
44696,19787,51,237,4,1,cell,94%,22,15,10,13,103,20.61552813,17,A,3,NA
44697,19787,51,237,4,2,cell,91%,28,28,11,16,139,6.32455532,28.0713377,A,3,NA
44698,19787,51,237,4,3,cell,91%,28,4,9,9,64,30.06659276,4.472135955,A,3,4
44699,19787,51,237,4,4,cell,92%,35,11,11,13,113,23.53720459,12.08304597,A,3,NA
44700,19788,51,238,4,1,cell,93%,22,16,10,14,110,19.6977156,17.88854382,A,3,2
44701,19788,51,238,4,2,cell,93%,28,27,11,15,130,7.280109889,27.07397274,A,3,NA
44702,19788,51,238,4,3,cell,93%,29,4,10,9,71,30.01666204,4.123105626,A,3,NA
44703,19788,51,238,4,4,cell,93%,35,10,11,13,113,24.51530134,11.18033989,A,3,NA
44704,19789,51,239,2,1,cell,96%,29,29,10,16,126,5.099019514,29.01723626,A,1,2
44705,19789,51,239,2,2,cell,91%,35,12,13,14,143,22.56102835,13,A,1,NA
44706,19790,51,240,2,1,cell,96%,28,29,11,16,139,5.385164807,29.06888371,A,1,2
44707,19790,51,240,2,2,cell,92%,36,11,14,15,165,23.76972865,12.52996409,A,1,NA
44708,19791,51,241,2,1,cell,95%,28,30,11,15,130,4.472135955,30.06659276,A,1,2
44709,19791,51,241,2,2,cell,81%,35,12,14,14,154,22.56102835,13,A,1,NA
44710,19792,51,242,2,1,cell,96%,29,29,12,16,151,5.099019514,29.01723626,A,1,2
44711,19792,51,242,2,2,cell,93%,36,11,14,14,154,23.76972865,12.52996409,A,1,NA
44712,19793,51,243,2,1,cell,96%,28,28,11,15,130,6.32455532,28.0713377,A,1,2
44713,19793,51,243,2,2,cell,92%,35,11,13,15,154,23.53720459,12.08304597,A,1,NA
44714,19794,51,244,2,1,cell,95%,28,30,11,15,130,4.472135955,30.06659276,A,1,2
44715,19794,51,244,2,2,cell,89%,35,13,13,14,143,21.58703314,13.92838828,A,1,NA
44716,19795,51,245,2,1,cell,95%,29,30,10,16,126,4.123105626,30.01666204,A,1,2
44717,19795,51,245,2,2,cell,90%,35,13,13,14,143,21.58703314,13.92838828,A,1,NA
44718,19796,51,246,2,1,cell,95%,28,30,11,15,130,4.472135955,30.06659276,A,1,2
44719,19796,51,246,2,2,cell,87%,34,13,13,15,154,21.37755833,13.60147051,A,1,NA
44720,19797,51,247,2,1,cell,96%,27,30,11,15,130,5,30.14962686,A,1,2
44721,19797,51,247,2,2,cell,84%,35,12,14,14,154,22.56102835,13,A,1,NA
44722,19798,51,248,2,1,cell,95%,28,29,11,15,130,5.385164807,29.06888371,A,1,2
44723,19798,51,248,2,2,cell,92%,35,11,14,15,165,23.53720459,12.08304597,A,1,NA
44724,19799,51,249,2,1,cell,95%,27,30,11,15,130,5,30.14962686,A,1,2
44725,19799,51,249,2,2,cell,91%,33,13,13,14,143,21.21320344,13.34166406,A,1,NA
44726,19800,51,250,2,1,cell,95%,29,30,10,16,126,4.123105626,30.01666204,A,1,2
44727,19800,51,250,2,2,cell,86%,34,13,13,14,143,21.37755833,13.60147051,A,1,NA
44728,19801,51,251,2,1,cell,91%,29,29,12,16,151,5.099019514,29.01723626,A,1,2
44729,19801,51,251,2,2,cell,92%,34,11,13,14,143,23.34523506,11.70469991,A,1,NA
44730,19802,51,252,2,1,cell,96%,28,29,11,16,139,5.385164807,29.06888371,A,1,2
44731,19802,51,252,2,2,cell,92%,34,11,13,15,154,23.34523506,11.70469991,A,1,NA
44732,19803,51,253,2,1,cell,96%,28,29,11,15,130,5.385164807,29.06888371,A,1,2
44733,19803,51,253,2,2,cell,79%,35,12,14,16,176,22.56102835,13,A,1,NA
44734,19804,51,254,2,1,cell,93%,28,29,11,16,139,5.385164807,29.06888371,A,1,2
44735,19804,51,254,2,2,cell,91%,34,12,13,15,154,22.36067977,12.64911064,A,1,NA
44736,19805,51,255,2,1,cell,96%,27,30,11,16,139,5,30.14962686,A,1,2
44737,19805,51,255,2,2,cell,92%,34,12,14,16,176,22.36067977,12.64911064,A,1,NA
44738,19806,51,256,2,1,cell,95%,28,29,11,16,139,5.385164807,29.06888371,A,1,2
44739,19806,51,256,2,2,cell,91%,34,12,13,14,143,22.36067977,12.64911064,A,1,NA
44740,19807,51,257,2,1,cell,96%,29,29,10,15,118,5.099019514,29.01723626,A,1,2
44741,19807,51,257,2,2,cell,93%,34,11,13,15,154,23.34523506,11.70469991,A,1,NA
44742,19808,51,258,2,1,cell,96%,28,31,10,16,126,3.605551275,31.06444913,A,1,2
44743,19808,51,258,2,2,cell,90%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44744,19809,51,259,2,1,cell,95%,29,29,10,16,126,5.099019514,29.01723626,A,1,2
44745,19809,51,259,2,2,cell,92%,35,12,14,16,176,22.56102835,13,A,1,NA
44746,19810,51,260,2,1,cell,96%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44747,19810,51,260,2,2,cell,91%,34,13,13,15,154,21.37755833,13.60147051,A,1,NA
44748,19811,51,261,2,1,cell,96%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44749,19811,51,261,2,2,cell,89%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44750,19812,51,262,2,1,cell,96%,27,29,11,15,130,5.830951895,29.15475947,A,1,2
44751,19812,51,262,2,2,cell,92%,34,12,14,16,176,22.36067977,12.64911064,A,1,NA
44752,19813,51,263,2,1,cell,96%,28,30,11,17,147,4.472135955,30.06659276,A,1,2
44753,19813,51,263,2,2,cell,92%,34,12,13,15,154,22.36067977,12.64911064,A,1,NA
44754,19814,51,264,2,1,cell,96%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44755,19814,51,264,2,2,cell,94%,34,12,14,16,176,22.36067977,12.64911064,A,1,NA
44756,19815,51,265,2,1,cell,96%,28,29,10,15,118,5.385164807,29.06888371,A,1,2
44757,19815,51,265,2,2,cell,87%,34,12,14,16,176,22.36067977,12.64911064,A,1,NA
44758,19816,51,266,2,1,cell,96%,28,29,11,15,130,5.385164807,29.06888371,A,1,2
44759,19816,51,266,2,2,cell,91%,34,12,14,16,176,22.36067977,12.64911064,A,1,NA
44760,19817,51,267,2,1,cell,96%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44761,19817,51,267,2,2,cell,92%,33,13,13,15,154,21.21320344,13.34166406,A,1,NA
44762,19818,51,268,2,1,cell,96%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44763,19818,51,268,2,2,cell,89%,33,12,13,15,154,22.20360331,12.36931688,A,1,NA
44764,19819,51,269,2,1,cell,96%,28,29,10,15,118,5.385164807,29.06888371,A,1,2
44765,19819,51,269,2,2,cell,88%,33,13,13,16,164,21.21320344,13.34166406,A,1,NA
44766,19820,51,270,2,1,cell,96%,27,29,11,15,130,5.830951895,29.15475947,A,1,2
44767,19820,51,270,2,2,cell,93%,33,12,15,16,189,22.20360331,12.36931688,A,1,NA
44768,19821,51,271,2,1,cell,95%,29,30,10,17,134,4.123105626,30.01666204,A,1,2
44769,19821,51,271,2,2,cell,88%,34,12,13,15,154,22.36067977,12.64911064,A,1,NA
44770,19822,51,272,2,1,cell,96%,29,30,10,16,126,4.123105626,30.01666204,A,1,2
44771,19822,51,272,2,2,cell,90%,34,13,13,16,164,21.37755833,13.60147051,A,1,NA
44772,19823,51,273,2,1,cell,96%,28,30,10,16,126,4.472135955,30.06659276,A,1,2
44773,19823,51,273,2,2,cell,91%,33,13,13,16,164,21.21320344,13.34166406,A,1,NA
44774,19824,51,274,2,1,cell,96%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44775,19824,51,274,2,2,cell,90%,34,13,14,16,176,21.37755833,13.60147051,A,1,NA
44776,19825,51,275,2,1,cell,96%,28,29,10,15,118,5.385164807,29.06888371,A,1,2
44777,19825,51,275,2,2,cell,92%,34,12,14,16,176,22.36067977,12.64911064,A,1,NA
44778,19826,51,276,2,1,cell,95%,28,30,11,16,139,4.472135955,30.06659276,A,1,2
44779,19826,51,276,2,2,cell,90%,34,12,13,15,154,22.36067977,12.64911064,A,1,NA
44780,19827,51,277,2,1,cell,96%,28,29,11,15,130,5.385164807,29.06888371,A,1,2
44781,19827,51,277,2,2,cell,87%,35,12,14,15,165,22.56102835,13,A,1,NA
44782,19828,51,278,2,1,cell,96%,28,30,11,15,130,4.472135955,30.06659276,A,1,2
44783,19828,51,278,2,2,cell,90%,33,13,13,16,164,21.21320344,13.34166406,A,1,NA
44784,19829,51,279,2,1,cell,97%,28,29,10,15,118,5.385164807,29.06888371,A,1,2
44785,19829,51,279,2,2,cell,90%,33,12,13,16,164,22.20360331,12.36931688,A,1,NA
44786,19830,51,280,2,1,cell,96%,27,31,11,16,139,4.242640687,31.144823,A,1,2
44787,19830,51,280,2,2,cell,89%,33,14,14,16,176,20.22374842,14.31782106,A,1,NA
44788,19831,51,281,2,1,cell,96%,28,31,11,16,139,3.605551275,31.06444913,A,1,2
